,country,year,population,GPD,DCT,DNT,DBT
272,Cape Verde,1998,417323.0,1312739469.24617,-22.8433817050233,-23.4922383647676,-23.4216778506795
273,Cayman Islands,1998,37740.0,2179191545.56542,-23.03502595893365,-20.9665321872323,-22.2610419934853
274,Central African Republic,1998,3597385.0,3045643621.88467,-23.226670212844,-18.440826009697,-21.1004061362911
275,Chad,1998,7759258.0,8416695541.06809,-24.7491109000817,-20.5789428795488,-21.3377819859512
276,Chile,1998,14887756.0,217795164038.794,-22.1520760301606,-24.28065213585,-23.4450612917952
277,China,1998,1241935000.0,4000276166465.71,-20.9258241580458,-23.1429629765622,-21.952708217879
278,Colombia,1998,39234062.0,335583877090.772,-22.3670606520299,-23.5400682162037,-23.8881538917849
279,Comoros,1998,515385.0,710904109.096025,-22.8131941128376,-23.3739676821652,-22.4967098374744
280,Cook Islands,1998,2141379.0,18336719974.60751,-22.74560678943235,-23.5192704117507,-23.29676332503285
281,Costa Rica,1998,3767373.0,35962535840.119,-22.6780194660271,-23.6645731413362,-24.0968168125913
282,Cote d'Ivoire,1998,15884552.0,49424795773.5775,-22.9842492377291,-23.3005107974091,-22.5058981654761
283,Croatia,1998,4501000.0,67792611081.3869,-22.0078232455962,-24.0782515739533,-24.0365164569196
284,Cuba,1998,11064097.0,111587052834.846,-22.1397248543789,-23.9751061093568,-23.1474316403711
285,Curacao,1998,144472.0,65213552868.0472,-21.9704883628181,-24.4329190181376,-23.44349584938775
286,Cyprus,1998,908704.0,18840052901.2484,-21.8012518712573,-24.8907319269184,-23.7395600584044
287,Czech Republic,1998,10294373.0,204891817492.446,-21.2646628263761,-24.3025838941008,-24.0101361224633
288,Dem. Rep. Congo,1998,44840529.0,27956444126.23,-23.7642694227255,-21.0213422769047,-20.6859418783897
289,Denmark,1998,5304219.0,211662714245.895,-21.9905478810253,-24.1919694537816,-24.8482033363682
290,Djibouti,1998,680612.0,1490541946.32815,-22.2772581490575,-22.5108047397262,-21.6847341979658
291,Dominica,1998,70290.0,563608824.723744,-22.7145483900912,-24.0234111562309,-24.0012938083045
292,Dominican Republic,1998,8296375.0,60478138053.8558,-22.012658161184,-23.9160089209878,-23.1610717962275
293,Ecuador,1998,12163885.0,96879092627.3289,-22.139628047781,-23.718946315396,-23.4718888927668
294,Egypt,1998,67378056.0,461879672095.042,-22.1567245317211,-24.2209534479781,-24.0270179898502
295,El Salvador,1998,5778706.0,35334788843.2664,-22.5404516532322,-23.97472054508,-22.9728590980176
296,Equatorial Guinea,1998,566673.0,4463229020.45053,-21.7232476864391,-26.3923828047791,-23.0152376089313
297,Eritrea,1998,3683000.0,6526818083.0,-22.9860460806161,-21.3691323105022,-22.300500584807
298,Estonia,1998,1386156.0,20011563798.2483,-20.9419242505433,-22.937786011501,-23.3039377223532
299,Ethiopia,1998,62794151.0,36877277672.0082,-23.138841363107,-20.9460592379006,-20.7778162081109
300,Faeroe Islands,1998,46580.0,26272231642.11922,-22.96320112655084,-21.7184630240437,-21.69690005328827
301,Falkland Islands,1998,423447.5,15667185612.23024,-22.78756088999467,-22.4908668101868,-22.61598389846563
302,Fiji,1998,800315.0,5062139582.34125,-22.6119206534385,-23.2632705963299,-23.535067743643
303,Finland,1998,5153498.0,163676522988.61,-21.7720559182426,-23.399849435564,-23.5746770630633
304,France,1998,60186291.0,1978904437812.86,-22.3678901786239,-24.2397214166629,-24.2413540250104
305,French Guiana,1998,30207333.5,1327436682589.16,-22.35302078952667,-24.29362067745223,-23.92499327580383
306,French Polynesia,1998,228376.0,675968927365.4597,-22.33815140042943,-24.34751993824157,-23.60863252659727
307,Gabon,1998,1171224.0,24501172141.7596,-22.3232820113322,-24.4014191990309,-23.2922717773907
308,Gambia,1998,1160944.0,1712422569.42889,-22.8099317337702,-22.240666028862,-21.9484162605157
309,Georgia,1998,4487300.0,13782937476.5739,-21.7354753292316,-22.8334443264867,-22.8904131963655
310,Germany,1998,82047195.0,2878322607197.76,-21.9244483711308,-24.5970033228748,-25.0599882173004
311,Ghana,1998,18036494.0,39518423483.5185,-22.5637130697691,-22.7711799239903,-21.9666103136541
312,Gibraltar,1998,30801.0,145050619327.7873,-22.16521485202665,-23.52150465803095,-23.085371847929
313,Greece,1998,10720509.0,250582815172.056,-21.7667166342842,-24.2718293920716,-24.2041333822039
314,Greenland,1998,56100.0,125728729996.3782,-22.0470219491307,-24.94618746933135,-24.04144164438205
315,Grenada,1998,101309.0,874644820.700364,-22.3273272639772,-25.6205455465911,-23.8787499065602
316,Guadeloupe,1998,126793.0,22495042192.31221,-22.47894244951603,-24.94624931894993,-23.5639857663202
317,Guam,1998,152277.0,44115439563.92405,-22.63055763505487,-24.27195309130877,-23.2492216260802
318,Guatemala,1998,11133501.0,65735836935.5359,-22.7821728205937,-23.5976568636676,-22.9344574858402
319,Guinea,1998,8503297.0,9360920918.50187,-22.5528521837968,-21.7182431076469,-21.1810121169522
320,Guinea-Bissau,1998,1199915.0,1587818047.57211,-22.9446788440523,-21.7275122214929,-21.8345726434838
321,Guyana,1998,757952.0,3347466036.47354,-21.4269871418784,-21.959044767797,-22.7121381194246
322,Haiti,1998,8258483.0,14353143350.7247,-23.1248705395278,-22.9848566777165,-22.0598337579484
323,Holy See,1998,7225254.5,17642183745.15395,-22.6638297720575,-22.9008957540507,-22.2099049111684
324,Honduras,1998,6192026.0,20931224139.5832,-22.2027890045872,-22.8169348303849,-22.3599760643884
325,Hong Kong,1998,6543700.0,205434192090.526,-22.00248206014005,-23.3562687302217,-23.9237656829987
326,Hungary,1998,10266570.0,169531334484.118,-21.8021751156929,-23.8956026300585,-24.3528808524642
327,Iceland,1998,274047.0,8806996539.96345,-22.1293413222315,-24.1909072109302,-24.7569894814936
328,India,1998,1015974042.0,2350057173294.91,-21.7512349665951,-23.2308170728729,-22.0876128117185
329,Indonesia,1998,205715544.0,1161382408238.17,-22.2062923440556,-23.3219293907331,-22.6571245057297
330,Iran,1998,63900630.0,726088315227.816,-21.6240094303861,-24.1817625896407,-24.4425181163574
331,Iraq,1998,22190250.0,240658518378.157,-21.8041578426454,-24.8403688240125,-24.2470108922881
332,Ireland,1998,3712696.0,127457479108.334,-21.917884251771,-23.2162653132902,-24.4821594015876
333,Isle of Man,1998,71390.0,136322458626.512,-21.8288196302272,-24.32535200692755,-24.90948409675805
334,Israel,1998,5971000.0,145187438144.69,-21.7397550086834,-25.4344387005649,-25.3368087919285
335,Italy,1998,56906744.0,1975191677994.28,-22.249281095138,-24.8980821090689,-24.6375477386252
336,Jamaica,1998,2611367.0,20673398665.8358,-21.4760302171632,-24.3156718352672,-23.6474581620664
337,Japan,1998,126400000.0,4190775146113.3,-22.0371892092877,-25.788735090316,-24.780516985953
338,Jordan,1998,4927912.0,34243585114.3707,-21.5447866128618,-24.7783277515418,-24.3042243631293
339,Kazakhstan,1998,15071300.0,131349160362.013,-20.7307808609942,-23.5648272017138,-23.7815024574242
340,Kenya,1998,29769803.0,65153342907.9358,-22.9133939762311,-22.5550322349654,-21.7338979569366
341,Kiribati,1998,81550.0,161939714.927912,-22.4324929843549,-24.9090229715711,-23.7744313819948
342,Kosovo,1998,1966000.0,69807656906.75996,-22.19682837320855,-26.0669294157085,-25.02072918278855
343,Kuwait,1998,1836353.0,139453374098.592,-21.9611637620622,-27.2248358598459,-26.2670269835823
344,Kyrgyzstan,1998,4769000.0,9298753247.03043,-21.149500290193,-22.655343426398,-23.6122897854654
345,Laos,1998,5150763.0,11014709565.0845,-23.5005886649499,-22.1172458013912,-22.1061882896343
346,Latvia,1998,2410019.0,24422674621.2645,-21.8130352093826,-23.1647432872705,-23.1644754427843
347,Lebanon,1998,3113951.0,40201675641.671,-21.6124536048183,-25.0218478624777,-24.8428425175376
348,Lesotho,1998,1831298.0,3160261914.08037,-21.2846418609911,-22.339457680307,-21.7385015514318
349,Liberia,1998,2551062.0,1545064852.80777,-22.1425587412285,-22.880034027444,-20.2303674417838
350,Libya,1998,5195502.0,112718000000.0,-21.7547466190235,-25.3659147926934,-24.2441978576804
351,Liechtenstein,1998,32355.0,77135967471.38104,-21.7591895767958,-24.1407243634757,-23.98865269540265
352,Lithuania,1998,3549331.0,41553934942.7621,-21.7636325345681,-22.915533934258,-23.7331075331249
353,Luxembourg,1998,424700.0,29139657276.6925,-22.0847279383829,-25.1878042082009,-24.1199389467732
354,Macao,1998,409837.0,15608294103.4888,-21.64699271165055,-24.43948332579975,-24.8967633537297
355,Macedonia,1998,2012057.0,16080380323.7762,-21.2092574849182,-23.6911624433986,-23.6549181895407
356,Madagascar,1998,14808791.0,20765717794.95,-23.204561791446,-21.5635455111287,-21.6684247542555
357,Malawi,1998,10704744.0,9412084891.61739,-23.0292827149704,-22.4045010887617,-21.375266964967
358,Malaysia,1998,22113464.0,327294707003.84,-21.8806520814992,-24.0988556720725,-23.7765387034939
359,Maldives,1998,271000.0,1632359561.0,-22.7980662640443,-22.67494079171685,-22.8547499133007
360,Mali,1998,10380835.0,15188717115.3797,-23.7154804465894,-21.2510259113612,-21.9329611231075
361,Malta,1998,385287.0,8592580495.29065,-22.0112749795847,-25.7367178226084,-24.1976577093245
362,Marshall Islands,1998,51925.0,144922269.979068,-21.4564689405424,-26.6822732463461,-23.4213620503892
363,Martinique,1998,1300574.0,3547483080.008019,-22.00204874118835,-24.24021326525665,-22.6450663914539
364,Mauritania,1998,2549223.0,6950043890.03697,-22.5476285418343,-21.7981532841672,-21.8687707325186
365,Mauritius,1998,1160421.0,11751861965.7836,-22.6050619103027,-24.4765262183108,-23.4715725924457
366,Mayotte,1998,49990938.5,712290985774.4218,-22.32949050497135,-24.355886100766,-23.959563616839
367,Mexico,1998,98821456.0,1412830109583.06,-22.05391909964,-24.2352459832212,-24.4475546412323
368,Micronesia,1998,108238.0,320973930.002743,-21.730334392222,-23.6874846380871,-27.7765545020593
369,Moldova,1998,3652732.0,8561594535.56116,-20.7344185515263,-22.8876169194196,-23.8558039332771
370,Monaco,1998,31523.0,9633289059.61348,-20.8397737243374,-21.8957064605465,-23.60574155506795
371,Mongolia,1998,2355590.0,10704983583.6658,-20.9451288971485,-20.9037960016734,-23.3556791768588
372,Montenegro,1998,607662.0,6525103551.66576,-21.3385779855771,-23.9879307038448,-21.052055756024
373,Montserrat,1998,14391462.5,66731346438.32439,-21.7320270740057,-23.80824268664315,-22.5099755583968
374,Morocco,1998,28175263.0,126937589324.983,-22.1254761624343,-23.6285546694415,-23.9678953607696
375,Mozambique,1998,17136780.0,9255482621.54994,-22.712417413757,-20.6626808395032,-20.4410897772684
376,Myanmar,1998,44959935.0,47720458236.5633,-22.5163098200031,-21.7982864045082,-21.1894575863296
377,Namibia,1998,1810566.0,10840497029.744,-22.3678224695787,-21.8344861645913,-23.4800712778628
378,Nauru,1998,10054.0,21903065811.91665,-22.86836563953795,-22.143837670168,-22.45938580231995
379,Nepal,1998,22856305.0,32965634594.0893,-23.3689088094972,-22.4531891757447,-21.4387003267771
380,Netherlands,1998,15707209.0,606768544316.393,-22.0077310505702,-24.3890206141763,-24.8483002846843
381,Netherlands Antilles,1998,7956244.0,438052239367.9987,-22.0138255527029,-23.80510079238343,-24.58393584780877
382,New Caledonia,1998,205279.0,269335934419.6043,-22.0199200548356,-23.22118097059057,-24.31957141093323
383,New Zealand,1998,3815000.0,100619629471.21,-22.0260145569683,-22.6372611487977,-24.0552069740577
384,Nicaragua,1998,4869626.0,15676553084.609,-22.2093681661198,-22.7041245123654,-22.3240817233742
385,Niger,1998,10556549.0,8722756663.75422,-22.930056484482,-21.189066952924,-21.0188172538946
386,Nigeria,1998,116385750.0,329318656121.044,-22.1757615670586,-23.0440547083249,-21.5208277743143
387,Niue,1998,85102945.33333333,312992800038.8754,-22.26303904021126,-23.33096495831832,-22.07938231181058
388,Norfolk Island,1998,53820140.66666666,296666943956.7068,-22.35031651336392,-23.61787520831174,-22.63793684930686
389,North Korea,1998,22537336.0,280341087874.5382,-22.43759398651658,-23.90478545830516,-23.19649138680314
390,Northern Mariana Islands,1998,65474.0,264015231792.3696,-22.52487145966924,-24.19169570829858,-23.75504592429942
391,Norway,1998,4431464.0,247689375710.201,-22.6121489328219,-24.478605958292,-24.3136004617957
392,Oman,1998,2251875.0,94722702867.3695,-22.4171596256505,-26.1877250198154,-26.0012902226067
393,Pakistan,1998,132253264.0,447949579620.862,-22.2994726845196,-23.1802599918365,-22.4806398656722
394,Palau,1998,18524.0,279907432.824071,-20.884782071692,-26.8423987019743,-22.9287695239905
395,Panama,1998,2912328.0,30012968400.4904,-22.371577432812,-23.9630955538958,-23.3768991823088
396,Papua New Guinea,1998,5291178.0,10050293386.0913,-21.9794923460019,-21.3886039857053,-22.6099274895667
397,Paraguay,1998,5089310.0,33487654195.2671,-22.7567694894632,-22.2861303685225,-22.221911117887
398,Peru,1998,25199748.0,163184315068.281,-22.5280556555906,-23.7247012318041,-23.7137516978869
399,Philippines,1998,74693695.0,306093090990.744,-22.1186216629437,-24.0497419404061,-22.6906278720216
400,Pitcairn,1998,56678588.0,410621978856.999,-21.6596230502998,-23.8890243123194,-23.20369043731365
401,Poland,1998,38663481.0,515150866723.254,-21.2006244376559,-23.7283066842327,-23.7167530026057
402,Portugal,1998,10160196.0,248121616253.189,-22.1979322275125,-24.7485758442063,-24.1959634923456
403,Puerto Rico,1998,3781101.0,119469630932.662,-22.19025534792027,-24.33706919240777,-29.3052645651228
404,Qatar,1998,550430.0,57638275464.0,-22.18257846832803,-23.92556254060923,-26.14644677779375
405,Republic of Congo,1998,3048453.0,13790068069.6167,-22.1749015887358,-23.5140558888107,-22.9876289904647
406,Reunion,1998,12777898.5,122686176758.3374,-21.86837483728415,-23.6072568589464,-23.35900491834945
407,Romania,1998,22507344.0,231582285447.058,-21.5618480858325,-23.7004578290821,-23.7303808462342
408,Russia,1998,147670692.0,1759916634201.07,-20.9383643258319,-23.9585665956872,-24.4702445673682
409,Rwanda,1998,7059813.0,5504086862.07436,-23.1476074230283,-22.5143531495785,-20.8248841158703
410,Saint Helena,1998,3552065.0,3151947531.25461,-22.77155884796275,-23.51067025915505,-22.21440771835555
411,Saint Kitts and Nevis,1998,44317.0,799808200.434859,-22.3955102728972,-24.5069873687316,-23.6039313208408
412,Saint Lucia,1998,153183.0,1457978287.53998,-22.278699611801,-24.4960039581166,-24.208675301287
413,Saint Pierre and Miquelon,1998,130552.5,1119404222.809973,-22.2897890134802,-24.5053913179227,-23.9652092417087
414,Saint Vincent and the Grenadines,1998,107922.0,780830158.079966,-22.3008784151594,-24.5147786777288,-23.7217431821304
415,Samoa,1998,172981.0,691346188.987416,-22.3798321470764,-23.5270748658107,-23.255348975694
416,San Marino,1998,26799.0,480090156.343708,-22.2100316208109,-24.27808692606187,-23.78593813316657
417,Sao Tome and Principe,1998,133418.0,268834123.7,-22.0402310945454,-25.02909898631303,-24.31652729063913
418,Saudi Arabia,1998,19882458.0,726414258382.931,-21.8704305682799,-25.7801110465642,-24.8471164481117
419,Senegal,1998,9418393.0,17179538230.2989,-22.2618181430135,-21.7257672394979,-22.3147658438693
420,Serbia,1998,7567745.0,63395460760.4458,-20.8224189714364,-23.3881778511934,-23.3257911949957
421,Seychelles,1998,78846.0,1447685229.25311,-21.9317469318709,-25.7784777933782,-23.2114083320008
422,Sierra Leone,1998,4353646.0,3985037066.5423,-22.9876244641195,-22.6893245033503,-20.7934564464937
423,Singapore,1998,3927213.0,180018800202.006,-22.2733567523208,-25.9755618108036,-24.764368788122
424,Sint Maarten,1998,31240.0,131638038314.3189,-21.8413383826041,-25.03223578684935,-24.5413089412276
425,Slovakia,1998,5390516.0,83257276426.6318,-21.4093200128874,-24.0889097628951,-24.3182490943332
426,Slovenia,1998,1981629.0,41217895026.271,-21.6934847965784,-24.4948199187437,-23.9824504971878
427,Solomon Islands,1998,390643.0,836342710.851784,-22.4901872142969,-24.566460563119,-23.1480584666147
428,Somalia,1998,8422372.0,204864552004.6099,-21.4159060268748,-18.8004820812323,-18.9713240040123
429,South Africa,1998,43584030.0,408892761298.368,-21.0443465862178,-23.6260553214677,-22.7924267302573
430,South Korea,1998,46286503.0,809676158022.456,-21.5159127235138,-24.6022189381702,-23.9943545762193
431,South Sudan,1998,6099923.0,957374489269.423,-21.8452976190306,-24.54648766324945,-24.20237599841905
432,Spain,1998,40223509.0,1105072820516.39,-22.1746825145474,-24.4907563883287,-24.4103974206188
433,Sri Lanka,1998,18425000.0,94147161354.5595,-23.1064105651958,-24.2484027267276,-22.8003173583087
434,State of Palestine,1998,2776568.0,11560387404.6056,-23.26900745856895,-22.62951011222115,-22.3151094480938
435,Sudan,1998,26003542.0,70804330929.8085,-23.4316043519421,-21.0106174977147,-21.8299015378789
436,Suriname,1998,461560.0,4666611336.94644,-21.5185288128276,-23.140821428567,-23.7870605151013
437,Svalbard and Jan Mayen Islands,1998,743784.5,5373520954.727489,-21.9269758089423,-23.18106390698995,-23.33178576557825
438,Swaziland,1998,1026009.0,6080430572.50854,-22.335422805057,-23.2213063854129,-22.8765110160552
439,Sweden,1998,8850974.0,298666921237.675,-22.3564579747489,-24.5965754241347,-24.6808107589718
440,Switzerland,1998,7110001.0,342124082784.166,-22.7644037744867,-25.5748393599448,-25.6723958404091
441,Syria,1998,15602210.0,438211541392.083,-20.9813889741328,-23.2477100946011,-23.2963415393074
442,Taiwan,1998,21929000.0,534299000000.0,-21.1575045784743,-25.2832790189031,-23.6654294055371
443,Tajikistan,1998,6021691.0,6530580713.61541,-21.5818794726758,-22.5110537762778,-25.6314939065108
444,Tanzania,1998,32451713.0,44721122425.64,-23.5054480079844,-21.4209822911282,-21.3155993641193
445,Thailand,1998,61597283.0,529651322818.871,-21.9369373869565,-24.1412628222657,-22.8156776225507
446,Timor-Leste,1998,865194.0,267946817892.8403,-22.20768922891515,-23.17265177807005,-22.05913908079935
447,Togo,1998,4679023.0,6242312966.80963,-22.4784410708738,-22.2040407338744,-21.302600539048
448,Tokelau,1998,2388079.0,3331315665.635414,-22.38305503270735,-22.5231498054743,-24.37417076068995
449,Tonga,1998,97135.0,420318364.461197,-22.2876689945409,-22.8422588770742,-27.4457409823319
